"project_ID","Project Description","Allocations for Gender Equality","Expected Outcomes","Internal DP Activity IDs","Final Project Results","Activity Created By","Activity Created On","Activity updated by","Activity updated on","Date of Signed Agreement","Proposed Completion Date","Proposed Start Date","Implementation Level","Country","District","SubDistrict","Suco","Donor Group","Donor Type","Aid Modality","Appropriation Category (Only for Actual Disbursements)","Type Of Assistance","Executing Agency","Executing Agency Groups","Implementing Agency","Implementing Agency Groups","RDTL Beneficiary Institutions","RDTL Beneficiary Institution Divisions","RDTL Beneficiary Agency Division COA","Strategic Development Plan Pillars","Strategic Development Plan Sub-Pillars","Structures Column"
"87292374711","The project will undertake a systematic mapping and cataloging of sites situated along the corridor of the Dili-Ainaro road that will benefit from the Timor- Leste Road Climate Resilience Project. The research will treat sites from the Portuguese colonial"," ","The objective of the project is to inform policy debate on the role of Timor-Leste's cultural heritage in relation to infrastructure investments, with particular regard for roadside locations.",""," ","World Bank User (wb@amp.org)","30/07/2013","World Bank User (wb@amp.org)","21/01/2014","26/03/2012","","15/11/2012","District Level","Timor-Leste"," - Ainaro
 - Dili"," "," ","World Bank Group","Multilateral","Project Support","Appropriation Category Unallocated","Grant","World Bank","World Bank Group"," "," ","Ministry of Tourism - Secretary of State for Art and Culture","Ministry of Tourism - Direcção Geral da Cultura","330401","SOCIAL CAPITAL","CULTURE AND HERITAGE"," "
"87292496044","Sending Timorese to Korea and Training Getting expierince from Korea Sharing Knowledge and making community with paticipants from other contries","Neutral","Capacity building Road Management and Transportation Technology for Asian Countries transfer","","Participants got knowledge Made community among those who took part in training in Korea","Korea User (koica@amp.org)","21/01/2014","Korea User (koica@amp.org)","21/01/2014","","15/06/2013","26/05/2013","National","Timor-Leste"," "," "," ","Korea","Bilateral"," ","Appropriation Category Unallocated"," "," "," "," "," "," "," "," "," - INFRASTRUCTURE DEVELOPMENT
 - SOCIAL CAPITAL","EDUCATION AND TRAINING"," "
"87292496046","Sending Timorese to Korea and Training Getting expierince from Korea Sharing Knowledge and making community with paticipants from other contries","Neutral","Capacity building protection of trafficking victims transfer","","Participants got knowledge made community among those who took part in training in Korea","Korea User (koica@amp.org)","21/01/2014","Korea User (koica@amp.org)","21/01/2014","","29/06/2013","13/06/2013","National","Timor-Leste"," "," "," ","Korea","Bilateral"," ","Appropriation Category Unallocated"," ","Korean International Cooperation Agency","Korea"," "," "," "," "," "," - INSTITUTIONAL FRAMEWORK
 - SOCIAL CAPITAL"," - EDUCATION AND TRAINING
 - JUSTICE"," "
"87292496048","Sending Timorese to Korea and Training Getting expierince from Korea Sharing Knowledge and making community with paticipants from other contries","Neutral","Capacity building Agricultural Technology transfer","","Participants got knowledge Made community among those who took part in training in Korea","Korea User (koica@amp.org)","21/01/2014","Korea User (koica@amp.org)","21/01/2014","","12/07/2013","01/07/2013","National","Timor-Leste"," "," "," ","Korea","Bilateral"," ","Appropriation Category Unallocated"," ","Korean International Cooperation Agency","Korea"," "," "," "," "," "," - ECONOMIC DEVELOPMENT
 - SOCIAL CAPITAL"," - EDUCATION AND TRAINING
 - RURAL DEVELOPMENT"," "
"87292191397","Conflict prevention"," ","Selected Timorese organisations, working together with young people, implement initiatives towards violence prevention and conflict management.","","Supported NGOs implement peace building activities. Young people involve themselves in initatives supported by 11 NGOs. 4 youth centres in 4 pilot districts supported.","AMP Project Manager (atl@amp.org)","22/09/2011","Germany User (giz@amp.org)","21/01/2014","06/11/2007","31/12/2013","01/09/2008","District Level","Timor-Leste"," - Aileu
 - Ainaro
 - Baucau
 - Bobonaro
 - Cova Lima
 - Dili
 - Ermera
 - Lautem
 - Liquica
 - Manatuto
 - Manufahi
 - Oecussi
 - Viqueque"," - Atabae
 - Balibo
 - Baucau
 - Bazartete
 - Cailaco
 - Cristo Rei
 - Dom Aleixo
 - Ermera Kota
 - Iliomar
 - Laga
 - Lautem
 - Lete Foho
 - Lolotoe
 - Lospalos
 - Maliana
 - Nein Feto
 - Ossu
 - Railaco
 - Suai
 - Tutuala
 - Venilale
 - Vera Cruz"," - Baduro
 - Daudere
 - Euquisi
 - Ililai
 - Maina I
 - Maina II
 - Pairara
 - Parlamento
 - Serelau","Germany","Bilateral","Project Support"," - Appropriation Category Unallocated
 - Goods or Services
 - Minor Capital
 - Salaries and Wages","Grant","Deutsche Gesellschaft für Internationale Zusammenarbeit","Germany","Deutsche Gesellschaft für Internationale Zusammenarbeit","Germany"," - Officer of the Vice Prime Minister, Coordinator of Social Affairs - Secretary of State for Youth and Sport
 - Presidency of the Council of Ministers","Secretariat of State for Youth and Sport - National Directorate for Youth","120104","SOCIAL CAPITAL","SOCIAL INCLUSION"," - Com
 - Comoro
 - Dili
 - Fatuhada
 - Universidade Nacional Timor Lorosa'e"
"87292496051","Sending Timorese to Korea and Training Getting expierince from Korea Sharing Knowledge and making community with paticipants from other contries","Neutral","Capacity building Ocean Observation and Hydrographic Survey transfer","","Participants got knowledge Made community among those who took part in training in Korea","Korea User (koica@amp.org)","21/01/2014","Korea User (koica@amp.org)","21/01/2014","","02/11/2013","06/10/2013","National","Timor-Leste"," "," "," ","Korea","Bilateral"," ","Appropriation Category Unallocated"," ","Korean International Cooperation Agency","Korea"," "," "," "," "," "," - ECONOMIC DEVELOPMENT
 - SOCIAL CAPITAL","EDUCATION AND TRAINING"," "
"87292496052","Sending Timorese to Korea and Training Getting expierince from Korea Sharing Knowledge and making community with paticipants from other contries","Neutral","Capacity building Drinking Water Management transfer","","Participants got knowledge Made community among those who took part in training in Korea","Korea User (koica@amp.org)","21/01/2014","Korea User (koica@amp.org)","21/01/2014","","23/11/2013","10/11/2013","National","Timor-Leste"," "," "," ","Korea","Bilateral"," ","Appropriation Category Unallocated"," ","Korean International Cooperation Agency","Korea"," "," "," "," "," "," - INFRASTRUCTURE DEVELOPMENT
 - SOCIAL CAPITAL"," - EDUCATION AND TRAINING
 - WATER AND SANITATION"," "
"87292191398","Trilateral cooperation with Indonesia and Germany"," ","Jointly develop efficient and effective development cooperation, especially with projects of support to democracy, respect for human rights, good governance and environmental protection.","","52 scholarships given and administered. Cooperation agreements with Indonesian universities. Bilateral agreement Indonesia -TL on cooperation in education (2008)","AMP Project Manager (atl@amp.org)","22/09/2011","Germany User (giz@amp.org)","21/01/2014","03/05/2007","31/12/2013","01/01/2008","National","Timor-Leste"," "," "," ","Germany","Bilateral","Project Support"," - Appropriation Category Unallocated
 - Goods or Services
 - Minor Capital
 - Salaries and Wages","Grant","Deutsche Gesellschaft für Internationale Zusammenarbeit","Germany","Deutsche Gesellschaft für Internationale Zusammenarbeit","Germany","Ministry of Foreign Affairs and Cooperation","Ministry of Foreign Affairs - Headquarters of MNEC","300301","INSTITUTIONAL FRAMEWORK","FOREIGN AFFAIRS"," "
"87292371753","TA-Technical Assistance & Advisory Services(Bank Exec"," "," ",""," ","World Bank User (wb@amp.org)","27/03/2012","World Bank User (wb@amp.org)","21/01/2014","15/06/2008","","","District Level","Timor-Leste","Dili"," "," ","World Bank Group","Multilateral","Project Support","Salaries and Wages","Grant","World Bank","World Bank Group","World Bank","World Bank Group","Ministry of Finance"," - DN Fundo Petroleo
 - Direcção Nacional de Alfândegas
 - Direcção Nacional do Património e Fornecimento
 - Direcção Nacional do Tesouro
 - Manchester Consulate
 - Ministry of Finance - DN Micro-Economics
 - Ministry of Finance - Directorate General for "," - 120103
 - 120105
 - 120107
 - 120109
 - 120110
 - 120504
 - 200410
 - 200413
 - 200425
 - 200426
 - 200427
 - 200428
 - 220202
 - 220301
 - 220302
 - 220303
 - 220304
 - 220305
 - 220307
 - 220501
 - 220502
 - 220603
 - 220702
 - 220703
 - 320101
 - 32"," - INSTITUTIONAL FRAMEWORK
 - SOCIAL CAPITAL"," - EDUCATION AND TRAINING
 - PUBLIC SECTOR MANAGEMENT AND GOOD GOVERNANCE"," "
"87292376059"," "," "," ",""," ","World Bank User (wb@amp.org)","21/01/2014","World Bank User (wb@amp.org)","21/01/2014","21/12/2007","","","National","Timor-Leste"," "," "," ","World Bank Group","Multilateral","Project Support","Appropriation Category Unallocated","Grant","World Bank","World Bank Group","World Bank","World Bank Group","Ministry of Finance"," "," ","INSTITUTIONAL FRAMEWORK","PUBLIC SECTOR MANAGEMENT AND GOOD GOVERNANCE"," "
"87292376063"," "," ","The Development Objective (DO) for the MAF Institutional Strengthening Project (MISP) is to support MAF in its effort to de-concentrate and reorganize its service delivery model so that the Ministry is better-aligned and responsive to the needs of farmer ",""," ","World Bank User (wb@amp.org)","21/01/2014","World Bank User (wb@amp.org)","22/01/2014","","31/03/2016","31/03/2014","National","Timor-Leste"," "," "," ","World Bank Group","Multilateral","Project Support","Appropriation Category Unallocated","Grant","World Bank","World Bank Group","World Bank","World Bank Group","Ministry of Agriculture and Fisheries"," "," ","ECONOMIC DEVELOPMENT","AGRICULTURE"," "
"87292376064"," "," ","The overall development objective of this project is to help reduce the risks that Timor-Leste faces from natural hazards and climate change impacts and help minimize the damage and losses caused to infrastructure assets, and livelihood in rural communiti",""," ","World Bank User (wb@amp.org)","21/01/2014","World Bank User (wb@amp.org)","22/01/2014","","30/06/2017","31/03/2014","National","Timor-Leste"," "," "," ","Japan","Bilateral","Project Support","Appropriation Category Unallocated","Grant","World Bank","World Bank Group","World Bank","World Bank Group","Ministry of Social Solidarity"," "," ","SOCIAL CAPITAL","ENVIRONMENT"," "
"87292376065","The Project is expected to:     Support institutional strengthening by promoting policy and legislative frameworks including preparation of regulations and guidelines on the communal land rights as well as the improvement of communal land administration s"," ","The Project Development Objective (PDO) of Developing Cadastral Services for Communal Lands in Timor-Leste is to strengthen land governance in the country. This will be achieved through strengthening institutional capacities of land institutions in the co",""," ","World Bank User (wb@amp.org)","21/01/2014","World Bank User (wb@amp.org)","22/01/2014","","30/06/2017","01/06/2014","National","Timor-Leste"," "," "," ","World Bank Group","Multilateral","Project Support","Appropriation Category Unallocated","Grant","World Bank","World Bank Group","World Bank","World Bank Group","Ministry of Justice - Secretary of State for Land and Property"," "," ","INSTITUTIONAL FRAMEWORK","JUSTICE"," "
